timestamp,window_id,slug,reason,entry_mode,entry_side,current_atr,up_ask,down_ask,budget_multiplier,cheaper_side_ratio,total_budget,buy_up_usd,buy_up_shares,buy_down_usd,buy_down_shares
1780542782092,18,btc-updown-15m-1780542900,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_145.47_atr_regime_storm_budget_mult_0.10,one_side,UP,145.4714,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780543692089,19,btc-updown-15m-1780543800,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.040_discount_req_0.035_combined_1.02_atr_97.27_atr_regime_storm_budget_mult_0.10,one_side,UP,97.2714,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780545515090,21,btc-updown-15m-1780545600,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.070_discount_req_0.025_combined_1.03_atr_70.29_atr_regime_volatile_budget_mult_0.10,one_side,UP,70.2929,0.4800,0.5500,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780548179088,24,btc-updown-15m-1780548300,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_82.04_atr_regime_volatile_budget_mult_0.10,one_side,UP,82.0429,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780549079087,25,btc-updown-15m-1780549200,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.000_discount_req_0.025_combined_1.02_atr_59.12_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,59.1214,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780549979087,26,btc-updown-15m-1780550100,d1_one_leg_up_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_102.43_atr_regime_storm_budget_mult_0.10,one_side,UP,102.4286,0.5100,0.5100,0.1000,0.5000,3.0000,3.0000,5.88235294,0.0000,0.00000000
1780550879089,27,btc-updown-15m-1780551000,d1_one_leg_down_ask_0.51_fair_0.500_edge_-0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.000_discount_req_0.035_combined_1.02_atr_107.91_atr_regime_storm_budget_mult_0.10,one_side,DOWN,107.9143,0.5100,0.5100,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,5.88235294
1780551797088,28,btc-updown-15m-1780551900,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_118.38_atr_regime_storm_budget_mult_0.10,one_side,DOWN,118.3786,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
1780552679087,29,btc-updown-15m-1780552800,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.050_discount_req_0.025_combined_1.03_atr_71.36_atr_regime_volatile_budget_mult_0.10,one_side,UP,71.3571,0.4900,0.5400,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780553581087,30,btc-updown-15m-1780553700,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_68.51_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,68.5143,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780554482087,31,btc-updown-15m-1780554600,d1_one_leg_up_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.060_discount_req_0.035_combined_1.02_atr_93.38_atr_regime_storm_budget_mult_0.10,one_side,UP,93.3786,0.4800,0.5400,0.1000,0.5000,3.0000,3.0000,6.25000000,0.0000,0.00000000
1780555415088,32,btc-updown-15m-1780555500,d1_one_leg_up_ask_0.49_fair_0.500_edge_+0.010_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.040_discount_req_0.025_combined_1.02_atr_87.17_atr_regime_volatile_budget_mult_0.10,one_side,UP,87.1714,0.4900,0.5300,0.1000,0.5000,3.0000,3.0000,6.12244898,0.0000,0.00000000
1780556288089,33,btc-updown-15m-1780556400,d1_one_leg_down_ask_0.50_fair_0.500_edge_+0.000_source_momentum_no_ptb_conf_3_ptb_known_false_discount_0.020_discount_req_0.025_combined_1.02_atr_73.39_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,73.3857,0.5200,0.5000,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.00000000
1780557179090,34,btc-updown-15m-1780557300,d1_one_leg_down_ask_0.48_fair_0.500_edge_+0.020_source_momentum_no_ptb_conf_2_ptb_known_false_discount_0.060_discount_req_0.025_combined_1.02_atr_69.93_atr_regime_volatile_budget_mult_0.10,one_side,DOWN,69.9286,0.5400,0.4800,0.1000,0.5000,3.0000,0.0000,0.00000000,3.0000,6.25000000
